Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
United States,Exports,1970-02-28T00:00:00,4624,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-03-31T00:00:00,4453,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-04-30T00:00:00,4625,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-05-31T00:00:00,4876,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-06-30T00:00:00,4942,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-07-31T00:00:00,4912,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-08-31T00:00:00,4799,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-09-30T00:00:00,4761,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-10-31T00:00:00,4910,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-11-30T00:00:00,4721,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1970-12-31T00:00:00,4791,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-01-31T00:00:00,4950,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-02-28T00:00:00,5043,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-03-31T00:00:00,5139,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-04-30T00:00:00,4993,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-05-31T00:00:00,5108,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-06-30T00:00:00,5034,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-07-31T00:00:00,4897,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-08-31T00:00:00,4990,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-09-30T00:00:00,5811,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-10-31T00:00:00,4086,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-11-30T00:00:00,4613,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1971-12-31T00:00:00,5298,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-01-31T00:00:00,5565,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-02-29T00:00:00,5315,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-03-31T00:00:00,5359,Monthly,TBEXTOT,2016-03-04T14:46:00
