Symbol,Date,Open,High,Low,Close,
SPGSCITR:IND,2009-04-17,3650.529,3650.529,3650.529,3650.529,
SPGSCITR:IND,2009-04-16,3633.879,3633.879,3633.879,3633.879,
SPGSCITR:IND,2009-04-15,3617.571,3617.571,3617.571,3617.571,
SPGSCITR:IND,2009-04-14,3641.122,3641.122,3641.122,3641.122,
SPGSCITR:IND,2009-04-13,3642.172,3642.172,3642.172,3642.172,
SPGSCITR:IND,2009-04-10,3711.471,3711.471,3711.471,3711.471,
SPGSCITR:IND,2009-04-09,3711.471,3711.471,3711.471,3711.471,
SPGSCITR:IND,2009-04-08,3612.298,3612.298,3612.298,3612.298,
SPGSCITR:IND,2009-04-07,3596.661,3596.661,3596.661,3596.661,
SPGSCITR:IND,2009-04-06,3671.201,3671.201,3671.201,3671.201,
SPGSCITR:IND,2009-04-03,3739.823,3739.823,3739.823,3739.823,
SPGSCITR:IND,2009-04-02,3717.861,3717.861,3717.861,3717.861,
SPGSCITR:IND,2009-04-01,3507.647,3507.647,3507.647,3507.647,
SPGSCITR:IND,2009-03-31,3570.22,3570.22,3570.22,3570.22,
SPGSCITR:IND,2009-03-30,3496.247,3496.247,3496.247,3496.247,
SPGSCITR:IND,2009-03-27,3670.275,3670.275,3670.275,3670.275,
SPGSCITR:IND,2009-03-26,3775.597,3775.597,3775.597,3775.597,
SPGSCITR:IND,2009-03-25,3726.498,3726.498,3726.498,3726.498,
SPGSCITR:IND,2009-03-24,3796.95,3796.95,3796.95,3796.95,
SPGSCITR:IND,2009-03-23,3801.348,3801.348,3801.348,3801.348,
SPGSCITR:IND,2009-03-20,3705.808,3705.808,3705.808,3705.808,
SPGSCITR:IND,2009-03-19,3692.773,3692.773,3692.773,3692.773,
SPGSCITR:IND,2009-03-18,3490.407,3490.407,3490.407,3490.407,
SPGSCITR:IND,2009-03-17,3550.668,3550.668,3550.668,3550.668,
SPGSCITR:IND,2009-03-16,3462.467,3462.467,3462.467,3462.467,
SPGSCITR:IND,2009-03-13,3413.565,3413.565,3413.565,3413.565,
SPGSCITR:IND,2009-03-12,3435.415,3435.415,3435.415,3435.415,
SPGSCITR:IND,2009-03-11,3246.993,3246.993,3246.993,3246.993,
SPGSCITR:IND,2009-03-10,3386.479,3386.479,3386.479,3386.479,
SPGSCITR:IND,2009-03-09,3415.953,3415.953,3415.953,3415.953,
SPGSCITR:IND,2009-03-06,3394.695,3394.695,3394.695,3394.695,
SPGSCITR:IND,2009-03-05,3325.271,3325.271,3325.271,3325.271,
SPGSCITR:IND,2009-03-04,3435.589,3435.589,3435.589,3435.589,
SPGSCITR:IND,2009-03-03,3262.447,3262.447,3262.447,3262.447,
SPGSCITR:IND,2009-03-02,3196.638,3196.638,3196.638,3196.638,
SPGSCITR:IND,2009-02-27,3416.291,3416.291,3416.291,3416.291,
SPGSCITR:IND,2009-02-26,3444.702,3444.702,3444.702,3444.702,
SPGSCITR:IND,2009-02-25,3323.976,3323.976,3323.976,3323.976,
SPGSCITR:IND,2009-02-24,3223.203,3223.203,3223.203,3223.203,
SPGSCITR:IND,2009-02-23,3152.675,3152.675,3152.675,3152.675,
SPGSCITR:IND,2009-02-20,3200.265,3200.265,3200.265,3200.265,
SPGSCITR:IND,2009-02-19,3229.865,3229.865,3229.865,3229.865,
SPGSCITR:IND,2009-02-18,3116.661,3116.661,3116.661,3116.661,
SPGSCITR:IND,2009-02-17,3182.124,3182.124,3182.124,3182.124,
SPGSCITR:IND,2009-02-16,3391.751,3391.751,3391.751,3391.751,
SPGSCITR:IND,2009-02-13,3391.751,3391.751,3391.751,3391.751,
SPGSCITR:IND,2009-02-12,3425.788,3425.788,3425.788,3425.788,
SPGSCITR:IND,2009-02-11,3448.376,3448.376,3448.376,3448.376,
SPGSCITR:IND,2009-02-10,3502.461,3502.461,3502.461,3502.461,
SPGSCITR:IND,2009-02-09,3608.409,3608.409,3608.409,3608.409,
SPGSCITR:IND,2009-02-06,3614.427,3614.427,3614.427,3614.427,
SPGSCITR:IND,2009-02-05,3626.573,3626.573,3626.573,3626.573,
SPGSCITR:IND,2009-02-04,3552.188,3552.188,3552.188,3552.188,
SPGSCITR:IND,2009-02-03,3552.297,3552.297,3552.297,3552.297,
SPGSCITR:IND,2009-02-02,3541.1,3541.1,3541.1,3541.1,
SPGSCITR:IND,2009-01-30,3638.249,3638.249,3638.249,3638.249,
SPGSCITR:IND,2009-01-29,3630.951,3630.951,3630.951,3630.951,
SPGSCITR:IND,2009-01-28,3647.642,3647.642,3647.642,3647.642,
SPGSCITR:IND,2009-01-27,3594.27,3594.27,3594.27,3594.27,
SPGSCITR:IND,2009-01-26,3793.041,3793.041,3793.041,3793.041,
SPGSCITR:IND,2009-01-23,3792.964,3792.964,3792.964,3792.964,
SPGSCITR:IND,2009-01-22,3652.637,3652.637,3652.637,3652.637,
SPGSCITR:IND,2009-01-21,3672.726,3672.726,3672.726,3672.726,
SPGSCITR:IND,2009-01-20,3579.518,3579.518,3579.518,3579.518,
SPGSCITR:IND,2009-01-19,3712.669,3712.669,3712.669,3712.669,
SPGSCITR:IND,2009-01-16,3712.669,3712.669,3712.669,3712.669,
SPGSCITR:IND,2009-01-15,3722.744,3722.744,3722.744,3722.744,
SPGSCITR:IND,2009-01-14,3740.437,3740.437,3740.437,3740.437,
SPGSCITR:IND,2009-01-13,3785.069,3785.069,3785.069,3785.069,
SPGSCITR:IND,2009-01-12,3741.751,3741.751,3741.751,3741.751,
SPGSCITR:IND,2009-01-09,3924.033,3924.033,3924.033,3924.033,
SPGSCITR:IND,2009-01-08,3937.992,3937.992,3937.992,3937.992,
SPGSCITR:IND,2009-01-07,4020.797,4020.797,4020.797,4020.797,
SPGSCITR:IND,2009-01-06,4316.043,4316.043,4316.043,4316.043,
SPGSCITR:IND,2009-01-05,4250.563,4250.563,4250.563,4250.563,
SPGSCITR:IND,2009-01-02,4109.68,4109.68,4109.68,4109.68,
SPGSCITR:IND,2009-01-01,3995.392,3995.392,3995.392,3995.392,
SPGSCITR:IND,2008-12-31,3995.392,3995.392,3995.392,3995.392,
SPGSCITR:IND,2008-12-30,3718.466,3718.466,3718.466,3718.466,
SPGSCITR:IND,2008-12-29,3744.98,3744.98,3744.98,3744.98,
SPGSCITR:IND,2008-12-26,3640.154,3640.154,3640.154,3640.154,
SPGSCITR:IND,2008-12-25,3532.27,3532.27,3532.27,3532.27,
SPGSCITR:IND,2008-12-24,3532.27,3532.27,3532.27,3532.27,
SPGSCITR:IND,2008-12-23,3688.854,3688.854,3688.854,3688.854,
SPGSCITR:IND,2008-12-22,3711.334,3711.334,3711.334,3711.334,
SPGSCITR:IND,2008-12-19,3819.849,3819.849,3819.849,3819.849,
SPGSCITR:IND,2008-12-18,3821.181,3821.181,3821.181,3821.181,
SPGSCITR:IND,2008-12-17,3953.48,3953.48,3953.48,3953.48,
SPGSCITR:IND,2008-12-16,4023.205,4023.205,4023.205,4023.205,
SPGSCITR:IND,2008-12-15,4030.723,4030.723,4030.723,4030.723,
SPGSCITR:IND,2008-12-12,4081.422,4081.422,4081.422,4081.422,
SPGSCITR:IND,2008-12-11,4158.785,4158.785,4158.785,4158.785,
SPGSCITR:IND,2008-12-10,3918.307,3918.307,3918.307,3918.307,
SPGSCITR:IND,2008-12-09,3832.415,3832.415,3832.415,3832.415,
SPGSCITR:IND,2008-12-08,3919.248,3919.248,3919.248,3919.248,
SPGSCITR:IND,2008-12-05,3731.226,3731.226,3731.226,3731.226,
SPGSCITR:IND,2008-12-04,3943.033,3943.033,3943.033,3943.033,
SPGSCITR:IND,2008-12-03,4147.984,4147.984,4147.984,4147.984,
SPGSCITR:IND,2008-12-02,4185.262,4185.262,4185.262,4185.262,
SPGSCITR:IND,2008-12-01,4316.117,4316.117,4316.117,4316.117,
SPGSCITR:IND,2008-11-28,4609.336,4609.336,4609.336,4609.336,
SPGSCITR:IND,2008-11-27,4652.066,4652.066,4652.066,4652.066,
SPGSCITR:IND,2008-11-26,4652.066,4652.066,4652.066,4652.066,
SPGSCITR:IND,2008-11-25,4443.727,4443.727,4443.727,4443.727,
SPGSCITR:IND,2008-11-24,4648.066,4648.066,4648.066,4648.066,
SPGSCITR:IND,2008-11-21,4346.574,4346.574,4346.574,4346.574,
SPGSCITR:IND,2008-11-20,4322.945,4322.945,4322.945,4322.945,
SPGSCITR:IND,2008-11-19,4587.152,4587.152,4587.152,4587.152,
SPGSCITR:IND,2008-11-18,4620.102,4620.102,4620.102,4620.102,
SPGSCITR:IND,2008-11-17,4672.16,4672.16,4672.16,4672.16,
SPGSCITR:IND,2008-11-14,4780.973,4780.973,4780.973,4780.973,
SPGSCITR:IND,2008-11-13,4840.574,4840.574,4840.574,4840.574,
SPGSCITR:IND,2008-11-12,4750.16,4750.16,4750.16,4750.16,
SPGSCITR:IND,2008-11-11,4935.262,4935.262,4935.262,4935.262,
SPGSCITR:IND,2008-11-10,5152.875,5152.875,5152.875,5152.875,
SPGSCITR:IND,2008-11-07,5041.992,5041.992,5041.992,5041.992,
SPGSCITR:IND,2008-11-06,5045.754,5045.754,5045.754,5045.754,
SPGSCITR:IND,2008-11-05,5329.504,5329.504,5329.504,5329.504,
SPGSCITR:IND,2008-11-04,5627.418,5627.418,5627.418,5627.418,
SPGSCITR:IND,2008-11-03,5235.656,5235.656,5235.656,5235.656,
SPGSCITR:IND,2008-10-31,5412.613,5412.613,5412.613,5412.613,
SPGSCITR:IND,2008-10-30,5308.199,5308.199,5308.199,5308.199,
SPGSCITR:IND,2008-10-29,5470.297,5470.297,5470.297,5470.297,
SPGSCITR:IND,2008-10-28,5122.727,5122.727,5122.727,5122.727,
SPGSCITR:IND,2008-10-27,5143.574,5143.574,5143.574,5143.574,
SPGSCITR:IND,2008-10-24,5152.656,5152.656,5152.656,5152.656,
SPGSCITR:IND,2008-10-23,5384.996,5384.996,5384.996,5384.996,
SPGSCITR:IND,2008-10-22,5360.016,5360.016,5360.016,5360.016,
SPGSCITR:IND,2008-10-21,5697.359,5697.359,5697.359,5697.359,
SPGSCITR:IND,2008-10-20,5822.512,5822.512,5822.512,5822.512,
SPGSCITR:IND,2008-10-17,5714.793,5714.793,5714.793,5714.793,
SPGSCITR:IND,2008-10-16,5586.781,5586.781,5586.781,5586.781,
SPGSCITR:IND,2008-10-15,5846.387,5846.387,5846.387,5846.387,
SPGSCITR:IND,2008-10-14,6131.605,6131.605,6131.605,6131.605,
SPGSCITR:IND,2008-10-13,6264.551,6264.551,6264.551,6264.551,
SPGSCITR:IND,2008-10-10,6031.801,6031.801,6031.801,6031.801,
SPGSCITR:IND,2008-10-09,6576.691,6576.691,6576.691,6576.691,
SPGSCITR:IND,2008-10-08,6657.926,6657.926,6657.926,6657.926,
SPGSCITR:IND,2008-10-07,6713.102,6713.102,6713.102,6713.102,
SPGSCITR:IND,2008-10-06,6628.359,6628.359,6628.359,6628.359,
SPGSCITR:IND,2008-10-03,7068.945,7068.945,7068.945,7068.945,
SPGSCITR:IND,2008-10-02,7096.281,7096.281,7096.281,7096.281,
SPGSCITR:IND,2008-10-01,7429.164,7429.164,7429.164,7429.164,
SPGSCITR:IND,2008-09-30,7538.305,7538.305,7538.305,7538.305,
SPGSCITR:IND,2008-09-29,7349.391,7349.391,7349.391,7349.391,
SPGSCITR:IND,2008-09-26,7958.516,7958.516,7958.516,7958.516,
SPGSCITR:IND,2008-09-25,8059.934,8059.934,8059.934,8059.934,
SPGSCITR:IND,2008-09-24,7958.465,7958.465,7958.465,7958.465,
SPGSCITR:IND,2008-09-23,8003.938,8003.938,8003.938,8003.938,
SPGSCITR:IND,2008-09-22,8149.16,8149.16,8149.16,8149.16,
SPGSCITR:IND,2008-09-19,7755.852,7755.852,7755.852,7755.852,
SPGSCITR:IND,2008-09-18,7478.801,7478.801,7478.801,7478.801,
SPGSCITR:IND,2008-09-17,7497.348,7497.348,7497.348,7497.348,
SPGSCITR:IND,2008-09-16,7155.68,7155.68,7155.68,7155.68,
SPGSCITR:IND,2008-09-15,7451.34,7451.34,7451.34,7451.34,
SPGSCITR:IND,2008-09-12,7752.336,7752.336,7752.336,7752.336,
SPGSCITR:IND,2008-09-11,7688.523,7688.523,7688.523,7688.523,
SPGSCITR:IND,2008-09-10,7756.918,7756.918,7756.918,7756.918,
SPGSCITR:IND,2008-09-09,7825.723,7825.723,7825.723,7825.723,
SPGSCITR:IND,2008-09-08,8015.078,8015.078,8015.078,8015.078,
SPGSCITR:IND,2008-09-05,7998.074,7998.074,7998.074,7998.074,
SPGSCITR:IND,2008-09-04,8135.012,8135.012,8135.012,8135.012,
SPGSCITR:IND,2008-09-03,8211.465,8211.465,8211.465,8211.465,
SPGSCITR:IND,2008-09-02,8232.965,8232.965,8232.965,8232.965,
SPGSCITR:IND,2008-09-01,8609.477,8609.477,8609.477,8609.477,
SPGSCITR:IND,2008-08-29,8609.477,8609.477,8609.477,8609.477,
SPGSCITR:IND,2008-08-28,8635.848,8635.848,8635.848,8635.848,
SPGSCITR:IND,2008-08-27,8821.699,8821.699,8821.699,8821.699,
SPGSCITR:IND,2008-08-26,8727.164,8727.164,8727.164,8727.164,
SPGSCITR:IND,2008-08-25,8650.113,8650.113,8650.113,8650.113,
SPGSCITR:IND,2008-08-22,8645.926,8645.926,8645.926,8645.926,
SPGSCITR:IND,2008-08-21,9041.227,9041.227,9041.227,9041.227,
SPGSCITR:IND,2008-08-20,8661.496,8661.496,8661.496,8661.496,
SPGSCITR:IND,2008-08-19,8581.504,8581.504,8581.504,8581.504,
SPGSCITR:IND,2008-08-18,8482.941,8482.941,8482.941,8482.941,
SPGSCITR:IND,2008-08-15,8496.367,8496.367,8496.367,8496.367,
SPGSCITR:IND,2008-08-14,8612.902,8612.902,8612.902,8612.902,
SPGSCITR:IND,2008-08-13,8679.348,8679.348,8679.348,8679.348,
SPGSCITR:IND,2008-08-12,8463.219,8463.219,8463.219,8463.219,
SPGSCITR:IND,2008-08-11,8549.742,8549.742,8549.742,8549.742,
SPGSCITR:IND,2008-08-08,8575.328,8575.328,8575.328,8575.328,
SPGSCITR:IND,2008-08-07,8903.211,8903.211,8903.211,8903.211,
SPGSCITR:IND,2008-08-06,8816.844,8816.844,8816.844,8816.844,
SPGSCITR:IND,2008-08-05,8870.176,8870.176,8870.176,8870.176,
SPGSCITR:IND,2008-08-04,9004.461,9004.461,9004.461,9004.461,
SPGSCITR:IND,2008-08-01,9296.41,9296.41,9296.41,9296.41,
SPGSCITR:IND,2008-07-31,9267.715,9267.715,9267.715,9267.715,
SPGSCITR:IND,2008-07-30,9410.621,9410.621,9410.621,9410.621,
SPGSCITR:IND,2008-07-29,9184.113,9184.113,9184.113,9184.113,
SPGSCITR:IND,2008-07-28,9331.906,9331.906,9331.906,9331.906,
SPGSCITR:IND,2008-07-25,9251.598,9251.598,9251.598,9251.598,
SPGSCITR:IND,2008-07-24,9353.891,9353.891,9353.891,9353.891,
SPGSCITR:IND,2008-07-23,9344.984,9344.984,9344.984,9344.984,
SPGSCITR:IND,2008-07-22,9587.445,9587.445,9587.445,9587.445,
SPGSCITR:IND,2008-07-21,9793.547,9793.547,9793.547,9793.547,
SPGSCITR:IND,2008-07-18,9698.293,9698.293,9698.293,9698.293,
SPGSCITR:IND,2008-07-17,9788.617,9788.617,9788.617,9788.617,
SPGSCITR:IND,2008-07-16,1011.27,1011.27,1011.27,1011.27,
SPGSCITR:IND,2008-07-15,1031.104,1031.104,1031.104,1031.104,
SPGSCITR:IND,2008-07-14,1068.916,1068.916,1068.916,1068.916,
SPGSCITR:IND,2008-07-11,1072.528,1072.528,1072.528,1072.528,
SPGSCITR:IND,2008-07-10,1056.164,1056.164,1056.164,1056.164,
SPGSCITR:IND,2008-07-09,1023.982,1023.982,1023.982,1023.982,
SPGSCITR:IND,2008-07-08,1023.63,1023.63,1023.63,1023.63,
SPGSCITR:IND,2008-07-07,1059.057,1059.057,1059.057,1059.057,
SPGSCITR:IND,2008-07-04,1089.81,1089.81,1089.81,1089.81,
SPGSCITR:IND,2008-07-03,1089.81,1089.81,1089.81,1089.81,
SPGSCITR:IND,2008-07-02,1080.656,1080.656,1080.656,1080.656,
SPGSCITR:IND,2008-07-01,1063.648,1063.648,1063.648,1063.648,
SPGSCITR:IND,2008-06-30,1055.865,1055.865,1055.865,1055.865,
SPGSCITR:IND,2008-06-27,1060.888,1060.888,1060.888,1060.888,
SPGSCITR:IND,2008-06-26,1058.573,1058.573,1058.573,1058.573,
SPGSCITR:IND,2008-06-25,1024.676,1024.676,1024.676,1024.676,
SPGSCITR:IND,2008-06-24,1037.335,1037.335,1037.335,1037.335,
SPGSCITR:IND,2008-06-23,1038.326,1038.326,1038.326,1038.326,
SPGSCITR:IND,2008-06-20,1031.363,1031.363,1031.363,1031.363,
SPGSCITR:IND,2008-06-19,1015.671,1015.671,1015.671,1015.671,
SPGSCITR:IND,2008-06-18,1042.329,1042.329,1042.329,1042.329,
SPGSCITR:IND,2008-06-17,1027.892,1027.892,1027.892,1027.892,
SPGSCITR:IND,2008-06-16,1030.252,1030.252,1030.252,1030.252,
SPGSCITR:IND,2008-06-13,1027.024,1027.024,1027.024,1027.024,
SPGSCITR:IND,2008-06-12,1034.205,1034.205,1034.205,1034.205,
SPGSCITR:IND,2008-06-11,1031.934,1031.934,1031.934,1031.934,
SPGSCITR:IND,2008-06-10,9993.621,9993.621,9993.621,9993.621,
SPGSCITR:IND,2008-06-09,1012.759,1012.759,1012.759,1012.759,
SPGSCITR:IND,2008-06-06,1034.6,1034.6,1034.6,1034.6,
SPGSCITR:IND,2008-06-05,9748.441,9748.441,9748.441,9748.441,
SPGSCITR:IND,2008-06-04,9431.309,9431.309,9431.309,9431.309,
SPGSCITR:IND,2008-06-03,9559.344,9559.344,9559.344,9559.344,
SPGSCITR:IND,2008-06-02,9737.934,9737.934,9737.934,9737.934,
SPGSCITR:IND,2008-05-30,9667.629,9667.629,9667.629,9667.629,
SPGSCITR:IND,2008-05-29,9607.59,9607.59,9607.59,9607.59,
SPGSCITR:IND,2008-05-28,9897.203,9897.203,9897.203,9897.203,
SPGSCITR:IND,2008-05-27,9800.566,9800.566,9800.566,9800.566,
SPGSCITR:IND,2008-05-26,9978.762,9978.762,9978.762,9978.762,
SPGSCITR:IND,2008-05-23,9978.762,9978.762,9978.762,9978.762,
SPGSCITR:IND,2008-05-22,9899.77,9899.77,9899.77,9899.77,
SPGSCITR:IND,2008-05-21,1003.372,1003.372,1003.372,1003.372,
SPGSCITR:IND,2008-05-20,9782.387,9782.387,9782.387,9782.387,
SPGSCITR:IND,2008-05-19,9615.668,9615.668,9615.668,9615.668,
SPGSCITR:IND,2008-05-16,9618.273,9618.273,9618.273,9618.273,
SPGSCITR:IND,2008-05-15,9505.309,9505.309,9505.309,9505.309,
SPGSCITR:IND,2008-05-14,9517.07,9517.07,9517.07,9517.07,
SPGSCITR:IND,2008-05-13,9612.008,9612.008,9612.008,9612.008,
SPGSCITR:IND,2008-05-12,9511.875,9511.875,9511.875,9511.875,
SPGSCITR:IND,2008-05-09,9615.148,9615.148,9615.148,9615.148,
SPGSCITR:IND,2008-05-08,9458.777,9458.777,9458.777,9458.777,
SPGSCITR:IND,2008-05-07,9413.707,9413.707,9413.707,9413.707,
SPGSCITR:IND,2008-05-06,9319.309,9319.309,9319.309,9319.309,
SPGSCITR:IND,2008-05-05,9188.629,9188.629,9188.629,9188.629,
SPGSCITR:IND,2008-05-02,8987.809,8987.809,8987.809,8987.809,
SPGSCITR:IND,2008-05-01,8741.801,8741.801,8741.801,8741.801,
SPGSCITR:IND,2008-04-30,8860.934,8860.934,8860.934,8860.934,
SPGSCITR:IND,2008-04-29,8971.84,8971.84,8971.84,8971.84,
SPGSCITR:IND,2008-04-28,9192.73,9192.73,9192.73,9192.73,
SPGSCITR:IND,2008-04-25,9152.355,9152.355,9152.355,9152.355,
SPGSCITR:IND,2008-04-24,9030.434,9030.434,9030.434,9030.434,
SPGSCITR:IND,2008-04-23,9166.727,9166.727,9166.727,9166.727,
SPGSCITR:IND,2008-04-22,9164.074,9164.074,9164.074,9164.074,
SPGSCITR:IND,2008-04-21,9057.742,9057.742,9057.742,9057.742,
SPGSCITR:IND,2008-04-18,9067.223,9067.223,9067.223,9067.223,
SPGSCITR:IND,2008-04-17,8998.25,8998.25,8998.25,8998.25,
SPGSCITR:IND,2008-04-16,9016.633,9016.633,9016.633,9016.633,
SPGSCITR:IND,2008-04-15,8913.273,8913.273,8913.273,8913.273,
SPGSCITR:IND,2008-04-14,8779.363,8779.363,8779.363,8779.363,
SPGSCITR:IND,2008-04-11,8703.465,8703.465,8703.465,8703.465,
SPGSCITR:IND,2008-04-10,8731.086,8731.086,8731.086,8731.086,
SPGSCITR:IND,2008-04-09,8753.82,8753.82,8753.82,8753.82,
SPGSCITR:IND,2008-04-08,8564.09,8564.09,8564.09,8564.09,
SPGSCITR:IND,2008-04-07,8608.395,8608.395,8608.395,8608.395,
SPGSCITR:IND,2008-04-04,8448.762,8448.762,8448.762,8448.762,
SPGSCITR:IND,2008-04-03,8307.035,8307.035,8307.035,8307.035,
SPGSCITR:IND,2008-04-02,8356.5,8356.5,8356.5,8356.5,
SPGSCITR:IND,2008-04-01,8129.242,8129.242,8129.242,8129.242,
SPGSCITR:IND,2008-03-31,8207.262,8207.262,8207.262,8207.262,
SPGSCITR:IND,2008-03-28,8420.391,8420.391,8420.391,8420.391,
SPGSCITR:IND,2008-03-27,8531.074,8531.074,8531.074,8531.074,
SPGSCITR:IND,2008-03-26,8441.668,8441.668,8441.668,8441.668,
SPGSCITR:IND,2008-03-25,8209.848,8209.848,8209.848,8209.848,
SPGSCITR:IND,2008-03-24,8128.301,8128.301,8128.301,8128.301,
SPGSCITR:IND,2008-03-21,8114.457,8114.457,8114.457,8114.457,
SPGSCITR:IND,2008-03-20,8114.457,8114.457,8114.457,8114.457,
SPGSCITR:IND,2008-03-19,8231.145,8231.145,8231.145,8231.145,
SPGSCITR:IND,2008-03-18,8629.109,8629.109,8629.109,8629.109,
SPGSCITR:IND,2008-03-17,8361.281,8361.281,8361.281,8361.281,
SPGSCITR:IND,2008-03-14,8739.465,8739.465,8739.465,8739.465,
SPGSCITR:IND,2008-03-13,8809.824,8809.824,8809.824,8809.824,
SPGSCITR:IND,2008-03-12,8764.777,8764.777,8764.777,8764.777,
SPGSCITR:IND,2008-03-11,8674.746,8674.746,8674.746,8674.746,
SPGSCITR:IND,2008-03-10,8602.539,8602.539,8602.539,8602.539,
SPGSCITR:IND,2008-03-07,8472.188,8472.188,8472.188,8472.188,
SPGSCITR:IND,2008-03-06,8512.094,8512.094,8512.094,8512.094,
SPGSCITR:IND,2008-03-05,8487.758,8487.758,8487.758,8487.758,
SPGSCITR:IND,2008-03-04,8177.352,8177.352,8177.352,8177.352,
SPGSCITR:IND,2008-03-03,8373.492,8373.492,8373.492,8373.492,
SPGSCITR:IND,2008-02-29,8304.773,8304.773,8304.773,8304.773,
SPGSCITR:IND,2008-02-28,8376.438,8376.438,8376.438,8376.438,
SPGSCITR:IND,2008-02-27,8219.391,8219.391,8219.391,8219.391,
SPGSCITR:IND,2008-02-26,8260.793,8260.793,8260.793,8260.793,
SPGSCITR:IND,2008-02-25,8126.738,8126.738,8126.738,8126.738,
SPGSCITR:IND,2008-02-22,8064.988,8064.988,8064.988,8064.988,
SPGSCITR:IND,2008-02-21,8017.465,8017.465,8017.465,8017.465,
SPGSCITR:IND,2008-02-20,8065.895,8065.895,8065.895,8065.895,
SPGSCITR:IND,2008-02-19,8065.742,8065.742,8065.742,8065.742,
SPGSCITR:IND,2008-02-18,7787.77,7787.77,7787.77,7787.77,
SPGSCITR:IND,2008-02-15,7787.77,7787.77,7787.77,7787.77,
SPGSCITR:IND,2008-02-14,7799.109,7799.109,7799.109,7799.109,
SPGSCITR:IND,2008-02-13,7628.391,7628.391,7628.391,7628.391,
SPGSCITR:IND,2008-02-12,7612.988,7612.988,7612.988,7612.988,
SPGSCITR:IND,2008-02-11,7686.137,7686.137,7686.137,7686.137,
SPGSCITR:IND,2008-02-08,7596.469,7596.469,7596.469,7596.469,
SPGSCITR:IND,2008-02-07,7355.734,7355.734,7355.734,7355.734,
SPGSCITR:IND,2008-02-06,7274.148,7274.148,7274.148,7274.148,
SPGSCITR:IND,2008-02-05,7306.977,7306.977,7306.977,7306.977,
SPGSCITR:IND,2008-02-04,7392.707,7392.707,7392.707,7392.707,
SPGSCITR:IND,2008-02-01,7307.609,7307.609,7307.609,7307.609,
SPGSCITR:IND,2008-01-31,7464.395,7464.395,7464.395,7464.395,
SPGSCITR:IND,2008-01-30,7473.133,7473.133,7473.133,7473.133,
SPGSCITR:IND,2008-01-29,7450.699,7450.699,7450.699,7450.699,
SPGSCITR:IND,2008-01-28,7400.59,7400.59,7400.59,7400.59,
SPGSCITR:IND,2008-01-25,7352.781,7352.781,7352.781,7352.781,
SPGSCITR:IND,2008-01-24,7236.422,7236.422,7236.422,7236.422,
SPGSCITR:IND,2008-01-23,7072.57,7072.57,7072.57,7072.57,
SPGSCITR:IND,2008-01-22,7228.887,7228.887,7228.887,7228.887,
SPGSCITR:IND,2008-01-21,7319.902,7319.902,7319.902,7319.902,
SPGSCITR:IND,2008-01-18,7319.902,7319.902,7319.902,7319.902,
SPGSCITR:IND,2008-01-17,7286.301,7286.301,7286.301,7286.301,
SPGSCITR:IND,2008-01-16,7313.391,7313.391,7313.391,7313.391,
SPGSCITR:IND,2008-01-15,7413.441,7413.441,7413.441,7413.441,
SPGSCITR:IND,2008-01-14,7539.461,7539.461,7539.461,7539.461,
SPGSCITR:IND,2008-01-11,7417.055,7417.055,7417.055,7417.055,
SPGSCITR:IND,2008-01-10,7440.215,7440.215,7440.215,7440.215,
SPGSCITR:IND,2008-01-09,7553.805,7553.805,7553.805,7553.805,
SPGSCITR:IND,2008-01-08,7601.633,7601.633,7601.633,7601.633,
SPGSCITR:IND,2008-01-07,7489.527,7489.527,7489.527,7489.527,
SPGSCITR:IND,2008-01-04,7649.887,7649.887,7649.887,7649.887,
SPGSCITR:IND,2008-01-03,7720.133,7720.133,7720.133,7720.133,
SPGSCITR:IND,2008-01-02,7710.133,7710.133,7710.133,7710.133,
SPGSCITR:IND,2008-01-01,7466.297,7466.297,7466.297,7466.297,
SPGSCITR:IND,2007-12-31,7466.297,7466.297,7466.297,7466.297,
SPGSCITR:IND,2007-12-28,7465.043,7465.043,7465.043,7465.043,
SPGSCITR:IND,2007-12-27,7512.047,7512.047,7512.047,7512.047,
SPGSCITR:IND,2007-12-26,7474.953,7474.953,7474.953,7474.953,
SPGSCITR:IND,2007-12-25,7368.855,7368.855,7368.855,7368.855,
SPGSCITR:IND,2007-12-24,7368.855,7368.855,7368.855,7368.855,
SPGSCITR:IND,2007-12-21,7349.66,7349.66,7349.66,7349.66,
SPGSCITR:IND,2007-12-20,7237.105,7237.105,7237.105,7237.105,
SPGSCITR:IND,2007-12-19,7260.059,7260.059,7260.059,7260.059,
SPGSCITR:IND,2007-12-18,7176.398,7176.398,7176.398,7176.398,
SPGSCITR:IND,2007-12-17,7228.117,7228.117,7228.117,7228.117,
SPGSCITR:IND,2007-12-14,7263.516,7263.516,7263.516,7263.516,
SPGSCITR:IND,2007-12-13,7291.195,7291.195,7291.195,7291.195,
SPGSCITR:IND,2007-12-12,7397.434,7397.434,7397.434,7397.434,
SPGSCITR:IND,2007-12-11,7141.082,7141.082,7141.082,7141.082,
SPGSCITR:IND,2007-12-10,7042.984,7042.984,7042.984,7042.984,
SPGSCITR:IND,2007-12-07,7067.848,7067.848,7067.848,7067.848,
SPGSCITR:IND,2007-12-06,7133.297,7133.297,7133.297,7133.297,
SPGSCITR:IND,2007-12-05,7006.867,7006.867,7006.867,7006.867,
