symbol,date,value
bogmbase,2012-06-01T00:00:00,2618755
bogmbase,2012-07-01T00:00:00,2647752
bogmbase,2012-08-01T00:00:00,2650750
bogmbase,2012-09-01T00:00:00,2594909
bogmbase,2012-10-01T00:00:00,2611775
bogmbase,2012-11-01T00:00:00,2646809
bogmbase,2012-12-01T00:00:00,2675945
bogmbase,2013-01-01T00:00:00,2741743
bogmbase,2013-02-01T00:00:00,2845251
bogmbase,2013-03-01T00:00:00,2935036
bogmbase,2013-04-01T00:00:00,3011737
bogmbase,2013-05-01T00:00:00,3116932
bogmbase,2013-06-01T00:00:00,3201472
bogmbase,2013-07-01T00:00:00,3290898
bogmbase,2013-08-01T00:00:00,3398930
bogmbase,2013-09-01T00:00:00,3486920
bogmbase,2013-10-01T00:00:00,3589515
bogmbase,2013-11-01T00:00:00,3684563
bogmbase,2013-12-01T00:00:00,3717450
bogmbase,2014-01-01T00:00:00,3728483
bogmbase,2014-02-01T00:00:00,3833354
bogmbase,2014-03-01T00:00:00,3885877
bogmbase,2014-04-01T00:00:00,3930681
bogmbase,2014-05-01T00:00:00,3911525
bogmbase,2014-06-01T00:00:00,3948691
bogmbase,2014-07-01T00:00:00,3989084
bogmbase,2014-08-01T00:00:00,4075039
bogmbase,2014-09-01T00:00:00,4049189
bogmbase,2014-10-01T00:00:00,4001451
bogmbase,2014-11-01T00:00:00,3830424
bogmbase,2014-12-01T00:00:00,3934455
bogmbase,2015-01-01T00:00:00,4017103
bogmbase,2015-02-01T00:00:00,3840464
bogmbase,2015-03-01T00:00:00,4030632
bogmbase,2015-04-01T00:00:00,4059374
bogmbase,2015-05-01T00:00:00,3949372
bogmbase,2015-06-01T00:00:00,3919649
bogmbase,2015-07-01T00:00:00,3961217
bogmbase,2015-08-01T00:00:00,3984019
bogmbase,2015-09-01T00:00:00,4028486
bogmbase,2015-10-01T00:00:00,4060500
bogmbase,2015-11-01T00:00:00,4006700
bogmbase,2015-12-01T00:00:00,3835800
bogmbase,2016-01-01T00:00:00,3792700
bogmbase,2016-02-01T00:00:00,3872500
bogmbase,2016-03-01T00:00:00,3898400
bogmbase,2016-04-01T00:00:00,3872900
bogmbase,2016-05-01T00:00:00,3836500
bogmbase,2016-06-01T00:00:00,3825500
bogmbase,2016-07-01T00:00:00,3772500
bogmbase,2016-08-01T00:00:00,3816700
bogmbase,2016-09-01T00:00:00,3735900
bogmbase,2016-10-01T00:00:00,3572100
bogmbase,2016-11-01T00:00:00,3629800
bogmbase,2016-12-01T00:00:00,3531600
bogmbase,2017-01-01T00:00:00,3595500
bogmbase,2017-02-01T00:00:00,3746400
bogmbase,2017-03-01T00:00:00,3856300
bogmbase,2017-04-01T00:00:00,3821700
bogmbase,2017-05-01T00:00:00,3774400
bogmbase,2017-06-01T00:00:00,3762800
bogmbase,2017-07-01T00:00:00,3795400
bogmbase,2017-08-01T00:00:00,3910000
bogmbase,2017-09-01T00:00:00,3874500
bogmbase,2017-10-01T00:00:00,3829900
bogmbase,2017-11-01T00:00:00,3907700
bogmbase,2017-12-01T00:00:00,3851000
bogmbase,2018-01-01T00:00:00,3824800
bogmbase,2018-02-01T00:00:00,3855100
bogmbase,2018-03-01T00:00:00,3800600
bogmbase,2018-04-01T00:00:00,3727100
bogmbase,2018-05-01T00:00:00,3674800
bogmbase,2018-06-01T00:00:00,3650500
bogmbase,2018-07-01T00:00:00,3618300
bogmbase,2018-08-01T00:00:00,3584500
bogmbase,2018-09-01T00:00:00,3559800
bogmbase,2018-10-01T00:00:00,3520900
bogmbase,2018-11-01T00:00:00,3476300
bogmbase,2018-12-01T00:00:00,3400700
bogmbase,2019-01-01T00:00:00,3346900
bogmbase,2019-02-01T00:00:00,3353500
bogmbase,2019-03-01T00:00:00,3381500
bogmbase,2019-04-01T00:00:00,3286700
bogmbase,2019-05-01T00:00:00,3244500
bogmbase,2019-06-01T00:00:00,3274800
bogmbase,2019-07-01T00:00:00,3260300
bogmbase,2019-08-01T00:00:00,3271400
bogmbase,2019-09-01T00:00:00,3202700
bogmbase,2019-10-01T00:00:00,3252800
bogmbase,2019-11-01T00:00:00,3315600
bogmbase,2019-12-01T00:00:00,3426500
bogmbase,2020-01-01T00:00:00,3442600
bogmbase,2020-02-01T00:00:00,3454500
bogmbase,2020-03-01T00:00:00,3883200
bogmbase,2020-04-01T00:00:00,4844900
bogmbase,2020-05-01T00:00:00,5149500
bogmbase,2020-06-01T00:00:00,5002000
bogmbase,2020-07-01T00:00:00,4700400
bogmbase,2020-08-01T00:00:00,4807400
bogmbase,2020-09-01T00:00:00,4880400
