Symbol,Date,Open,High,Low,Close
SPGSCITR:IND,29-04-2020,1291.968,1291.968,1291.968,1291.968
SPGSCITR:IND,28-04-2020,1260.149,1260.149,1260.149,1260.149
SPGSCITR:IND,27-04-2020,1261.379,1261.379,1261.379,1261.379
SPGSCITR:IND,24-04-2020,1321.524,1321.524,1321.524,1321.524
SPGSCITR:IND,23-04-2020,1331.945,1331.945,1331.945,1331.945
SPGSCITR:IND,22-04-2020,1296.096,1296.096,1296.096,1296.096
SPGSCITR:IND,21-04-2020,1249.251,1249.251,1249.251,1249.251
SPGSCITR:IND,20-04-2020,1415.904,1415.904,1415.904,1415.904
SPGSCITR:IND,17-04-2020,1480.896,1480.896,1480.896,1480.896
SPGSCITR:IND,16-04-2020,1481.347,1481.347,1481.347,1481.347
SPGSCITR:IND,15-04-2020,1482.936,1482.936,1482.936,1482.936
SPGSCITR:IND,14-04-2020,1524.482,1524.482,1524.482,1524.482
SPGSCITR:IND,13-04-2020,1558.766,1558.766,1558.766,1558.766
SPGSCITR:IND,10-04-2020,1559.826,1559.826,1559.826,1559.826
SPGSCITR:IND,09-04-2020,1559.826,1559.826,1559.826,1559.826
SPGSCITR:IND,08-04-2020,1584.114,1584.114,1584.114,1584.114
SPGSCITR:IND,07-04-2020,1564.506,1564.506,1564.506,1564.506
SPGSCITR:IND,06-04-2020,1588.877,1588.877,1588.877,1588.877
SPGSCITR:IND,03-04-2020,1610.742,1610.742,1610.742,1610.742
SPGSCITR:IND,02-04-2020,1543.51,1543.51,1543.51,1543.51
SPGSCITR:IND,01-04-2020,1445.109,1445.109,1445.109,1445.109
SPGSCITR:IND,31-03-2020,1494.343,1494.343,1494.343,1494.343
SPGSCITR:IND,30-03-2020,1489.074,1489.074,1489.074,1489.074
SPGSCITR:IND,27-03-2020,1529.411,1529.411,1529.411,1529.411
SPGSCITR:IND,26-03-2020,1556.482,1556.482,1556.482,1556.482
SPGSCITR:IND,25-03-2020,1598.658,1598.658,1598.658,1598.658
SPGSCITR:IND,24-03-2020,1582.281,1582.281,1582.281,1582.281
SPGSCITR:IND,23-03-2020,1541.623,1541.623,1541.623,1541.623
SPGSCITR:IND,20-03-2020,1529.648,1529.648,1529.648,1529.648
SPGSCITR:IND,19-03-2020,1576.104,1576.104,1576.104,1576.104
SPGSCITR:IND,18-03-2020,1467.824,1467.824,1467.824,1467.824
SPGSCITR:IND,17-03-2020,1601.745,1601.745,1601.745,1601.745
SPGSCITR:IND,16-03-2020,1631.746,1631.746,1631.746,1631.746
SPGSCITR:IND,13-03-2020,1745.172,1745.172,1745.172,1745.172
SPGSCITR:IND,12-03-2020,1757.28,1757.28,1757.28,1757.28
SPGSCITR:IND,11-03-2020,1837.357,1837.357,1837.357,1837.357
SPGSCITR:IND,10-03-2020,1875.093,1875.093,1875.093,1875.093
SPGSCITR:IND,09-03-2020,1798.569,1798.569,1798.569,1798.569
SPGSCITR:IND,06-03-2020,2036.994,2036.994,2036.994,2036.994
SPGSCITR:IND,05-03-2020,2158.223,2158.223,2158.223,2158.223
SPGSCITR:IND,04-03-2020,2186.718,2186.718,2186.718,2186.718
SPGSCITR:IND,03-03-2020,2192.246,2192.246,2192.246,2192.246
SPGSCITR:IND,02-03-2020,2178.983,2178.983,2178.983,2178.983
SPGSCITR:IND,28-02-2020,2117.394,2117.394,2117.394,2117.394
SPGSCITR:IND,27-02-2020,2173.155,2173.155,2173.155,2173.155
SPGSCITR:IND,26-02-2020,2222.104,2222.104,2222.104,2222.104
SPGSCITR:IND,25-02-2020,2261.087,2261.087,2261.087,2261.087
SPGSCITR:IND,24-02-2020,2299.064,2299.064,2299.064,2299.064
SPGSCITR:IND,21-02-2020,2365.325,2365.325,2365.325,2365.325
SPGSCITR:IND,20-02-2020,2381.101,2381.101,2381.101,2381.101
SPGSCITR:IND,19-02-2020,2383.445,2383.445,2383.445,2383.445
SPGSCITR:IND,18-02-2020,2352.034,2352.034,2352.034,2352.034
SPGSCITR:IND,17-02-2020,2339.174,2339.174,2339.174,2339.174
SPGSCITR:IND,14-02-2020,2339.174,2339.174,2339.174,2339.174
SPGSCITR:IND,13-02-2020,2325.995,2325.995,2325.995,2325.995
SPGSCITR:IND,12-02-2020,2317.462,2317.462,2317.462,2317.462
SPGSCITR:IND,11-02-2020,2276.182,2276.182,2276.182,2276.182
SPGSCITR:IND,10-02-2020,2265.543,2265.543,2265.543,2265.543
SPGSCITR:IND,07-02-2020,2292.666,2292.666,2292.666,2292.666
SPGSCITR:IND,06-02-2020,2302.318,2302.318,2302.318,2302.318
SPGSCITR:IND,05-02-2020,2296.776,2296.776,2296.776,2296.776
SPGSCITR:IND,04-02-2020,2261.314,2261.314,2261.314,2261.314
SPGSCITR:IND,03-02-2020,2267.282,2267.282,2267.282,2267.282
SPGSCITR:IND,31-01-2020,2311.294,2311.294,2311.294,2311.294
SPGSCITR:IND,30-01-2020,2330.318,2330.318,2330.318,2330.318
SPGSCITR:IND,29-01-2020,2370.222,2370.222,2370.222,2370.222
SPGSCITR:IND,28-01-2020,2379.877,2379.877,2379.877,2379.877
SPGSCITR:IND,27-01-2020,2367.573,2367.573,2367.573,2367.573
SPGSCITR:IND,24-01-2020,2414.384,2414.384,2414.384,2414.384
SPGSCITR:IND,23-01-2020,2458.14,2458.14,2458.14,2458.14
SPGSCITR:IND,22-01-2020,2487.055,2487.055,2487.055,2487.055
SPGSCITR:IND,21-01-2020,2526.242,2526.242,2526.242,2526.242
SPGSCITR:IND,20-01-2020,2536.32,2536.32,2536.32,2536.32
SPGSCITR:IND,17-01-2020,2536.32,2536.32,2536.32,2536.32
SPGSCITR:IND,16-01-2020,2529.86,2529.86,2529.86,2529.86
SPGSCITR:IND,15-01-2020,2527.426,2527.426,2527.426,2527.426
SPGSCITR:IND,14-01-2020,2540.777,2540.777,2540.777,2540.777
SPGSCITR:IND,13-01-2020,2532.651,2532.651,2532.651,2532.651
SPGSCITR:IND,10-01-2020,2555.867,2555.867,2555.867,2555.867
SPGSCITR:IND,09-01-2020,2558.896,2558.896,2558.896,2558.896
SPGSCITR:IND,08-01-2020,2561.66,2561.66,2561.66,2561.66
SPGSCITR:IND,07-01-2020,2629.072,2629.072,2629.072,2629.072
SPGSCITR:IND,06-01-2020,2642.496,2642.496,2642.496,2642.496
SPGSCITR:IND,03-01-2020,2634.546,2634.546,2634.546,2634.546
SPGSCITR:IND,02-01-2020,2595.65,2595.65,2595.65,2595.65
SPGSCITR:IND,01-01-2020,2591.861,2591.861,2591.861,2591.861
SPGSCITR:IND,31-12-2019,2591.861,2591.861,2591.861,2591.861
SPGSCITR:IND,30-12-2019,2611.709,2611.709,2611.709,2611.709
SPGSCITR:IND,27-12-2019,2615.493,2615.493,2615.493,2615.493
SPGSCITR:IND,26-12-2019,2611.974,2611.974,2611.974,2611.974
SPGSCITR:IND,25-12-2019,2589.704,2589.704,2589.704,2589.704
SPGSCITR:IND,24-12-2019,2589.704,2589.704,2589.704,2589.704
SPGSCITR:IND,23-12-2019,2572.068,2572.068,2572.068,2572.068
SPGSCITR:IND,20-12-2019,2573.27,2573.27,2573.27,2573.27
SPGSCITR:IND,19-12-2019,2583.055,2583.055,2583.055,2583.055
SPGSCITR:IND,18-12-2019,2571.947,2571.947,2571.947,2571.947
SPGSCITR:IND,17-12-2019,2575.947,2575.947,2575.947,2575.947
SPGSCITR:IND,16-12-2019,2559.75,2559.75,2559.75,2559.75
SPGSCITR:IND,13-12-2019,2541.374,2541.374,2541.374,2541.374
SPGSCITR:IND,12-12-2019,2515.093,2515.093,2515.093,2515.093
SPGSCITR:IND,11-12-2019,2493.923,2493.923,2493.923,2493.923
SPGSCITR:IND,10-12-2019,2510.17,2510.17,2510.17,2510.17
SPGSCITR:IND,09-12-2019,2499.806,2499.806,2499.806,2499.806
SPGSCITR:IND,06-12-2019,2504.834,2504.834,2504.834,2504.834
SPGSCITR:IND,05-12-2019,2485.188,2485.188,2485.188,2485.188
SPGSCITR:IND,04-12-2019,2479.681,2479.681,2479.681,2479.681
SPGSCITR:IND,03-12-2019,2432.223,2432.223,2432.223,2432.223
SPGSCITR:IND,02-12-2019,2432.367,2432.367,2432.367,2432.367
SPGSCITR:IND,29-11-2019,2422.573,2422.573,2422.573,2422.573
SPGSCITR:IND,28-11-2019,2488.357,2488.357,2488.357,2488.357
SPGSCITR:IND,27-11-2019,2488.357,2488.357,2488.357,2488.357
SPGSCITR:IND,26-11-2019,2498.445,2498.445,2498.445,2498.445
SPGSCITR:IND,25-11-2019,2486.258,2486.258,2486.258,2486.258
SPGSCITR:IND,22-11-2019,2479.501,2479.501,2479.501,2479.501
SPGSCITR:IND,21-11-2019,2490.581,2490.581,2490.581,2490.581
SPGSCITR:IND,20-11-2019,2458.245,2458.245,2458.245,2458.245
SPGSCITR:IND,19-11-2019,2424.379,2424.379,2424.379,2424.379
SPGSCITR:IND,18-11-2019,2459.64,2459.64,2459.64,2459.64
SPGSCITR:IND,15-11-2019,2488.009,2488.009,2488.009,2488.009
SPGSCITR:IND,14-11-2019,2468.115,2468.115,2468.115,2468.115
SPGSCITR:IND,13-11-2019,2473.178,2473.178,2473.178,2473.178
SPGSCITR:IND,12-11-2019,2471.996,2471.996,2471.996,2471.996
SPGSCITR:IND,11-11-2019,2470.163,2470.163,2470.163,2470.163
SPGSCITR:IND,08-11-2019,2487.945,2487.945,2487.945,2487.945
SPGSCITR:IND,07-11-2019,2487.814,2487.814,2487.814,2487.814
SPGSCITR:IND,06-11-2019,2479.542,2479.542,2479.542,2479.542
SPGSCITR:IND,05-11-2019,2509.155,2509.155,2509.155,2509.155
SPGSCITR:IND,04-11-2019,2492.8,2492.8,2492.8,2492.8
SPGSCITR:IND,01-11-2019,2478.704,2478.704,2478.704,2478.704
SPGSCITR:IND,31-10-2019,2422.876,2422.876,2422.876,2422.876
SPGSCITR:IND,30-10-2019,2447.842,2447.842,2447.842,2447.842
SPGSCITR:IND,29-10-2019,2461.08,2461.08,2461.08,2461.08
SPGSCITR:IND,28-10-2019,2461.314,2461.314,2461.314,2461.314
SPGSCITR:IND,25-10-2019,2474.017,2474.017,2474.017,2474.017
SPGSCITR:IND,24-10-2019,2463.584,2463.584,2463.584,2463.584
SPGSCITR:IND,23-10-2019,2453.118,2453.118,2453.118,2453.118
SPGSCITR:IND,22-10-2019,2418.247,2418.247,2418.247,2418.247
SPGSCITR:IND,21-10-2019,2400.991,2400.991,2400.991,2400.991
SPGSCITR:IND,18-10-2019,2416.619,2416.619,2416.619,2416.619
SPGSCITR:IND,17-10-2019,2418.83,2418.83,2418.83,2418.83
SPGSCITR:IND,16-10-2019,2408.222,2408.222,2408.222,2408.222
SPGSCITR:IND,15-10-2019,2396.557,2396.557,2396.557,2396.557
SPGSCITR:IND,14-10-2019,2407.595,2407.595,2407.595,2407.595
SPGSCITR:IND,11-10-2019,2432.009,2432.009,2432.009,2432.009
SPGSCITR:IND,10-10-2019,2388.699,2388.699,2388.699,2388.699
SPGSCITR:IND,09-10-2019,2376.188,2376.188,2376.188,2376.188
SPGSCITR:IND,08-10-2019,2371.196,2371.196,2371.196,2371.196
SPGSCITR:IND,07-10-2019,2368.712,2368.712,2368.712,2368.712
SPGSCITR:IND,04-10-2019,2369.007,2369.007,2369.007,2369.007
SPGSCITR:IND,03-10-2019,2356.358,2356.358,2356.358,2356.358
SPGSCITR:IND,02-10-2019,2355.215,2355.215,2355.215,2355.215
SPGSCITR:IND,01-10-2019,2385.517,2385.517,2385.517,2385.517
SPGSCITR:IND,30-09-2019,2393.09,2393.09,2393.09,2393.09
SPGSCITR:IND,27-09-2019,2428.202,2428.202,2428.202,2428.202
SPGSCITR:IND,26-09-2019,2438.711,2438.711,2438.711,2438.711
SPGSCITR:IND,25-09-2019,2440.507,2440.507,2440.507,2440.507
SPGSCITR:IND,24-09-2019,2458.663,2458.663,2458.663,2458.663
SPGSCITR:IND,23-09-2019,2491.57,2491.57,2491.57,2491.57
SPGSCITR:IND,20-09-2019,2473.592,2473.592,2473.592,2473.592
SPGSCITR:IND,19-09-2019,2479.995,2479.995,2479.995,2479.995
SPGSCITR:IND,18-09-2019,2470.962,2470.962,2470.962,2470.962
SPGSCITR:IND,17-09-2019,2492.394,2492.394,2492.394,2492.394
SPGSCITR:IND,16-09-2019,2583.636,2583.636,2583.636,2583.636
SPGSCITR:IND,13-09-2019,2394.158,2394.158,2394.158,2394.158
SPGSCITR:IND,12-09-2019,2391.865,2391.865,2391.865,2391.865
SPGSCITR:IND,11-09-2019,2396.498,2396.498,2396.498,2396.498
SPGSCITR:IND,10-09-2019,2433.267,2433.267,2433.267,2433.267
SPGSCITR:IND,09-09-2019,2428.652,2428.652,2428.652,2428.652
SPGSCITR:IND,06-09-2019,2396.733,2396.733,2396.733,2396.733
SPGSCITR:IND,05-09-2019,2395.442,2395.442,2395.442,2395.442
SPGSCITR:IND,04-09-2019,2392.041,2392.041,2392.041,2392.041
SPGSCITR:IND,03-09-2019,2325.122,2325.122,2325.122,2325.122
SPGSCITR:IND,02-09-2019,2351.951,2351.951,2351.951,2351.951
SPGSCITR:IND,30-08-2019,2351.951,2351.951,2351.951,2351.951
SPGSCITR:IND,29-08-2019,2390.625,2390.625,2390.625,2390.625
SPGSCITR:IND,28-08-2019,2371.318,2371.318,2371.318,2371.318
SPGSCITR:IND,27-08-2019,2345.496,2345.496,2345.496,2345.496
SPGSCITR:IND,26-08-2019,2324.533,2324.533,2324.533,2324.533
SPGSCITR:IND,23-08-2019,2329.151,2329.151,2329.151,2329.151
SPGSCITR:IND,22-08-2019,2356.378,2356.378,2356.378,2356.378
SPGSCITR:IND,21-08-2019,2368.379,2368.379,2368.379,2368.379
SPGSCITR:IND,20-08-2019,2367.276,2367.276,2367.276,2367.276
SPGSCITR:IND,19-08-2019,2364.064,2364.064,2364.064,2364.064
SPGSCITR:IND,16-08-2019,2343.236,2343.236,2343.236,2343.236
SPGSCITR:IND,15-08-2019,2335.012,2335.012,2335.012,2335.012
SPGSCITR:IND,14-08-2019,2355.9,2355.9,2355.9,2355.9
SPGSCITR:IND,13-08-2019,2400.084,2400.084,2400.084,2400.084
SPGSCITR:IND,12-08-2019,2350.074,2350.074,2350.074,2350.074
SPGSCITR:IND,09-08-2019,2363.377,2363.377,2363.377,2363.377
SPGSCITR:IND,08-08-2019,2329.378,2329.378,2329.378,2329.378
SPGSCITR:IND,07-08-2019,2287.876,2287.876,2287.876,2287.876
SPGSCITR:IND,06-08-2019,2345.901,2345.901,2345.901,2345.901
SPGSCITR:IND,05-08-2019,2371.593,2371.593,2371.593,2371.593
SPGSCITR:IND,02-08-2019,2405.204,2405.204,2405.204,2405.204
SPGSCITR:IND,01-08-2019,2378.534,2378.534,2378.534,2378.534
SPGSCITR:IND,31-07-2019,2492.076,2492.076,2492.076,2492.076
SPGSCITR:IND,30-07-2019,2487.271,2487.271,2487.271,2487.271
SPGSCITR:IND,29-07-2019,2468.663,2468.663,2468.663,2468.663
SPGSCITR:IND,26-07-2019,2457.454,2457.454,2457.454,2457.454
SPGSCITR:IND,25-07-2019,2461.833,2461.833,2461.833,2461.833
SPGSCITR:IND,24-07-2019,2463.233,2463.233,2463.233,2463.233
SPGSCITR:IND,23-07-2019,2475.037,2475.037,2475.037,2475.037
SPGSCITR:IND,22-07-2019,2457.917,2457.917,2457.917,2457.917
SPGSCITR:IND,19-07-2019,2451.91,2451.91,2451.91,2451.91
SPGSCITR:IND,18-07-2019,2432.2,2432.2,2432.2,2432.2
SPGSCITR:IND,17-07-2019,2475.017,2475.017,2475.017,2475.017
SPGSCITR:IND,16-07-2019,2493.327,2493.327,2493.327,2493.327
SPGSCITR:IND,15-07-2019,2539.794,2539.794,2539.794,2539.794
SPGSCITR:IND,12-07-2019,2561.159,2561.159,2561.159,2561.159
SPGSCITR:IND,11-07-2019,2553.51,2553.51,2553.51,2553.51
SPGSCITR:IND,10-07-2019,2555.007,2555.007,2555.007,2555.007
SPGSCITR:IND,09-07-2019,2482.808,2482.808,2482.808,2482.808
SPGSCITR:IND,08-07-2019,2477.812,2477.812,2477.812,2477.812
SPGSCITR:IND,05-07-2019,2480.678,2480.678,2480.678,2480.678
SPGSCITR:IND,04-07-2019,2472.507,2472.507,2472.507,2472.507
SPGSCITR:IND,03-07-2019,2472.507,2472.507,2472.507,2472.507
SPGSCITR:IND,02-07-2019,2434.215,2434.215,2434.215,2434.215
SPGSCITR:IND,01-07-2019,2498.304,2498.304,2498.304,2498.304
SPGSCITR:IND,28-06-2019,2497.365,2497.365,2497.365,2497.365
SPGSCITR:IND,27-06-2019,2527.687,2527.687,2527.687,2527.687
SPGSCITR:IND,26-06-2019,2529.418,2529.418,2529.418,2529.418
SPGSCITR:IND,25-06-2019,2492.67,2492.67,2492.67,2492.67
SPGSCITR:IND,24-06-2019,2481.807,2481.807,2481.807,2481.807
SPGSCITR:IND,21-06-2019,2471.676,2471.676,2471.676,2471.676
SPGSCITR:IND,20-06-2019,2465.705,2465.705,2465.705,2465.705
SPGSCITR:IND,19-06-2019,2397.071,2397.071,2397.071,2397.071
SPGSCITR:IND,18-06-2019,2408.169,2408.169,2408.169,2408.169
SPGSCITR:IND,17-06-2019,2373.732,2373.732,2373.732,2373.732
SPGSCITR:IND,14-06-2019,2387.341,2387.341,2387.341,2387.341
SPGSCITR:IND,13-06-2019,2375.765,2375.765,2375.765,2375.765
SPGSCITR:IND,12-06-2019,2345.359,2345.359,2345.359,2345.359
SPGSCITR:IND,11-06-2019,2390.033,2390.033,2390.033,2390.033
SPGSCITR:IND,10-06-2019,2380.394,2380.394,2380.394,2380.394
SPGSCITR:IND,07-06-2019,2388.758,2388.758,2388.758,2388.758
SPGSCITR:IND,06-06-2019,2363.954,2363.954,2363.954,2363.954
SPGSCITR:IND,05-06-2019,2338.22,2338.22,2338.22,2338.22
SPGSCITR:IND,04-06-2019,2387.291,2387.291,2387.291,2387.291
SPGSCITR:IND,03-06-2019,2377.18,2377.18,2377.18,2377.18
SPGSCITR:IND,31-05-2019,2391.415,2391.415,2391.415,2391.415
SPGSCITR:IND,30-05-2019,2474.042,2474.042,2474.042,2474.042
SPGSCITR:IND,29-05-2019,2518.6,2518.6,2518.6,2518.6
SPGSCITR:IND,28-05-2019,2533.064,2533.064,2533.064,2533.064
SPGSCITR:IND,27-05-2019,2503.833,2503.833,2503.833,2503.833
SPGSCITR:IND,24-05-2019,2503.833,2503.833,2503.833,2503.833
SPGSCITR:IND,23-05-2019,2477.677,2477.677,2477.677,2477.677
SPGSCITR:IND,22-05-2019,2555.947,2555.947,2555.947,2555.947
SPGSCITR:IND,21-05-2019,2597.092,2597.092,2597.092,2597.092
SPGSCITR:IND,20-05-2019,2599.066,2599.066,2599.066,2599.066
SPGSCITR:IND,17-05-2019,2595.692,2595.692,2595.692,2595.692
SPGSCITR:IND,16-05-2019,2608.086,2608.086,2608.086,2608.086
SPGSCITR:IND,15-05-2019,2575.594,2575.594,2575.594,2575.594
SPGSCITR:IND,14-05-2019,2559.393,2559.393,2559.393,2559.393
SPGSCITR:IND,13-05-2019,2527.591,2527.591,2527.591,2527.591
SPGSCITR:IND,10-05-2019,2542.277,2542.277,2542.277,2542.277
SPGSCITR:IND,09-05-2019,2538.398,2538.398,2538.398,2538.398
SPGSCITR:IND,08-05-2019,2552.703,2552.703,2552.703,2552.703
SPGSCITR:IND,07-05-2019,2541.698,2541.698,2541.698,2541.698
SPGSCITR:IND,06-05-2019,2566.771,2566.771,2566.771,2566.771
SPGSCITR:IND,03-05-2019,2573.125,2573.125,2573.125,2573.125
SPGSCITR:IND,02-05-2019,2569.421,2569.421,2569.421,2569.421
SPGSCITR:IND,01-05-2019,2605.199,2605.199,2605.199,2605.199
SPGSCITR:IND,30-04-2019,2605.409,2605.409,2605.409,2605.409
SPGSCITR:IND,29-04-2019,2595.7,2595.7,2595.7,2595.7
SPGSCITR:IND,26-04-2019,2598.219,2598.219,2598.219,2598.219
SPGSCITR:IND,25-04-2019,2641.734,2641.734,2641.734,2641.734
SPGSCITR:IND,24-04-2019,2654.724,2654.724,2654.724,2654.724
SPGSCITR:IND,23-04-2019,2666.79,2666.79,2666.79,2666.79
SPGSCITR:IND,22-04-2019,2661.15,2661.15,2661.15,2661.15
SPGSCITR:IND,19-04-2019,2628.961,2628.961,2628.961,2628.961
SPGSCITR:IND,18-04-2019,2628.961,2628.961,2628.961,2628.961
SPGSCITR:IND,17-04-2019,2623.043,2623.043,2623.043,2623.043
SPGSCITR:IND,16-04-2019,2629.332,2629.332,2629.332,2629.332
SPGSCITR:IND,15-04-2019,2623.904,2623.904,2623.904,2623.904
SPGSCITR:IND,12-04-2019,2637.359,2637.359,2637.359,2637.359
SPGSCITR:IND,11-04-2019,2621.941,2621.941,2621.941,2621.941
SPGSCITR:IND,10-04-2019,2646.358,2646.358,2646.358,2646.358
SPGSCITR:IND,09-04-2019,2622.988,2622.988,2622.988,2622.988
SPGSCITR:IND,08-04-2019,2634.076,2634.076,2634.076,2634.076
SPGSCITR:IND,05-04-2019,2609.967,2609.967,2609.967,2609.967
SPGSCITR:IND,04-04-2019,2591.462,2591.462,2591.462,2591.462
SPGSCITR:IND,03-04-2019,2588.83,2588.83,2588.83,2588.83
SPGSCITR:IND,02-04-2019,2583.894,2583.894,2583.894,2583.894
SPGSCITR:IND,01-04-2019,2566.273,2566.273,2566.273,2566.273
SPGSCITR:IND,29-03-2019,2533.233,2533.233,2533.233,2533.233
SPGSCITR:IND,28-03-2019,2525.319,2525.319,2525.319,2525.319
SPGSCITR:IND,27-03-2019,2536.5,2536.5,2536.5,2536.5
SPGSCITR:IND,26-03-2019,2550.144,2550.144,2550.144,2550.144
SPGSCITR:IND,25-03-2019,2533.539,2533.539,2533.539,2533.539
SPGSCITR:IND,22-03-2019,2532.324,2532.324,2532.324,2532.324
SPGSCITR:IND,21-03-2019,2556.867,2556.867,2556.867,2556.867
SPGSCITR:IND,20-03-2019,2563.012,2563.012,2563.012,2563.012
SPGSCITR:IND,19-03-2019,2538.844,2538.844,2538.844,2538.844
SPGSCITR:IND,18-03-2019,2533.643,2533.643,2533.643,2533.643
SPGSCITR:IND,15-03-2019,2521.233,2521.233,2521.233,2521.233
SPGSCITR:IND,14-03-2019,2517.206,2517.206,2517.206,2517.206
SPGSCITR:IND,13-03-2019,2515.181,2515.181,2515.181,2515.181
SPGSCITR:IND,12-03-2019,2485.482,2485.482,2485.482,2485.482
SPGSCITR:IND,11-03-2019,2474.129,2474.129,2474.129,2474.129
SPGSCITR:IND,08-03-2019,2464.068,2464.068,2464.068,2464.068
SPGSCITR:IND,07-03-2019,2474.764,2474.764,2474.764,2474.764
SPGSCITR:IND,06-03-2019,2472.911,2472.911,2472.911,2472.911
SPGSCITR:IND,05-03-2019,2482.48,2482.48,2482.48,2482.48
SPGSCITR:IND,04-03-2019,2474.501,2474.501,2474.501,2474.501
SPGSCITR:IND,01-03-2019,2464.062,2464.062,2464.062,2464.062
SPGSCITR:IND,28-02-2019,2493.114,2493.114,2493.114,2493.114
SPGSCITR:IND,27-02-2019,2495.44,2495.44,2495.44,2495.44
SPGSCITR:IND,26-02-2019,2464.53,2464.53,2464.53,2464.53
SPGSCITR:IND,25-02-2019,2458.625,2458.625,2458.625,2458.625
SPGSCITR:IND,22-02-2019,2510.23,2510.23,2510.23,2510.23
SPGSCITR:IND,21-02-2019,2502.725,2502.725,2502.725,2502.725
SPGSCITR:IND,20-02-2019,2496.186,2496.186,2496.186,2496.186
SPGSCITR:IND,19-02-2019,2479.128,2479.128,2479.128,2479.128
SPGSCITR:IND,18-02-2019,2473.717,2473.717,2473.717,2473.717
SPGSCITR:IND,15-02-2019,2473.717,2473.717,2473.717,2473.717
SPGSCITR:IND,14-02-2019,2431.759,2431.759,2431.759,2431.759
SPGSCITR:IND,13-02-2019,2422.532,2422.532,2422.532,2422.532
